Area Served,Callsign,Frequency(kHz),Purpose,Site Id,Site Name,Lat_Deg,Lat_Hr,Lat_Min,Lon_Deg,Lon_Hr,Lon_Min,BSL,Licence Area,lat_dec,lon_dec
Ballarat (Warrenheip),3BBA,103.1,Commercial,150365,Radio Ballarat Site 9 km E of Ballarat MT WARRENHEIP,37.0,34.0,31.0,143.0,57.0,37.0,10284,BALLARAT RA1,-36.42472222222222,143.96027777777778
Ballarat (Warrenheip),3BGR,103.9,Community,11727,Vertel Tower Mt Warrenheip  Lot 2045  Mt Warrenheip Rd DUNNSTOWN,37.0,34.0,36.0,143.0,57.0,27.0,10285,BALLARAT RA2,-36.42333333333333,143.95749999999998
Barossa Valley,5BBB,89.1,Community,24182,Major Radio Site Rifle Range Road 7km SE of Tanunda MT KITCHENER,34.0,34.0,18.0,139.0,0.0,21.0,1150741,BAROSSA VALLEY RA1,-33.42833333333333,139.00583333333333
Barossa Valley,,90.5,HPON,24182,Major Radio Site Rifle Range Road 7km SE of Tanunda MT KITCHENER,34.0,34.0,18.0,139.0,0.0,21.0,,,-33.42833333333333,139.00583333333333
Beech Forest,8SAT,90.9,Commercial,142298,Monopole Old Colac and Lavers Road BEECH FOREST,38.0,37.0,58.0,143.0,33.0,48.0,10147,REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1,-37.367222222222225,143.56333333333333
Bemm River,3GV,104.5,s212 Retransmission,10018801,Broadcast Site Roberts St BEMM RIVER,37.0,45.0,22.0,148.0,58.0,6.0,,,-36.24388888888889,148.96833333333333
Bendigo,3BPH,88.7,Community,11742,BA Site Mt Alexander Joseph Young Dr HARCORT NORTH,36.0,59.0,33.0,144.0,18.0,32.0,10257,BENDIGO RA2,-35.0075,144.3088888888889
Bendigo,3PNN,89.5,National,11742,BA Site Mt Alexander Joseph Young Dr HARCORT NORTH,36.0,59.0,33.0,144.0,18.0,32.0,,,-35.0075,144.3088888888889
Bendigo,3JJJ,90.3,National,11742,BA Site Mt Alexander Joseph Young Dr HARCORT NORTH,36.0,59.0,33.0,144.0,18.0,32.0,,,-35.0075,144.3088888888889
Bendigo,3ABCRR,91.1,National,11742,BA Site Mt Alexander Joseph Young Dr HARCORT NORTH,36.0,59.0,33.0,144.0,18.0,32.0,,,-35.0075,144.3088888888889
Bendigo,3BDG,91.9,Commercial,11742,BA Site Mt Alexander Joseph Young Dr HARCORT NORTH,36.0,59.0,33.0,144.0,18.0,32.0,10258,BENDIGO RA1,-35.0075,144.3088888888889
Bendigo,3ABCFM,92.7,National,11742,BA Site Mt Alexander Joseph Young Dr HARCORT NORTH,36.0,59.0,33.0,144.0,18.0,32.0,,,-35.0075,144.3088888888889
Bendigo,3BBO,93.5,Commercial,11742,BA Site Mt Alexander Joseph Young Dr HARCORT NORTH,36.0,59.0,33.0,144.0,18.0,32.0,10367,BENDIGO RA1,-35.0075,144.3088888888889
Bendigo,3BBS,101.5,Community,11742,BA Site Mt Alexander Joseph Young Dr HARCORT NORTH,36.0,59.0,33.0,144.0,18.0,32.0,1130029,BENDIGO RA4,-35.0075,144.3088888888889
Bendigo (City),3EON,96.5,Community,8000012,Nominal Planning Site Mt Herbert  off Calder Hwy RAVENSWOOD,36.0,51.0,40.0,144.0,14.0,30.0,1150008,BENDIGO RA3,-35.138888888888886,144.24166666666665
Bendigo (City),3EL,98.3,Commercial,300440,Comms Site Specimen Hill Reservoir BENDIGO,36.0,45.0,59.0,144.0,14.0,40.0,10368,MARYBOROUGH (VIC) RA1,-35.23361111111111,144.24444444444444
Bendigo (City),3WTL,105.1,Community,300440,Comms Site Specimen Hill Reservoir BENDIGO,36.0,45.0,59.0,144.0,14.0,40.0,1130052,BENDIGO RA5,-35.23361111111111,144.24444444444444
Bendigo (City),3PFM,106.7,Community,300440,Comms Site Specimen Hill Reservoir BENDIGO,36.0,45.0,59.0,144.0,14.0,40.0,1130053,BENDIGO RA5,-35.23361111111111,144.24444444444444
Birchip,8SAT,106.5,Commercial,10001094,Flow FM Site 20 Inkerman St WATCHEM,36.0,9.0,1.0,142.0,51.0,49.0,10147,REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1,-35.849722222222226,142.8636111111111
Bordertown,5TCB,106.1,Community,23646,Community Radio Site Western Drive 2 km SSE of BORDERTOWN,36.0,19.0,30.0,140.0,46.0,47.0,10373,BORDERTOWN RA1,-35.675,140.77972222222223
Bright,3ABCFM,88.1,National,150876,Telstra Tower Apex Lookout off Mount Porepunkah Rd  1.5 km NE of BRIGHT,36.0,42.0,57.0,146.0,58.0,22.0,,,-35.284166666666664,146.9727777777778
Bright,3ABCRN,88.9,National,150876,Telstra Tower Apex Lookout off Mount Porepunkah Rd  1.5 km NE of BRIGHT,36.0,42.0,57.0,146.0,58.0,22.0,,,-35.284166666666664,146.9727777777778
Bright,3MRR,89.7,National,150876,Telstra Tower Apex Lookout off Mount Porepunkah Rd  1.5 km NE of BRIGHT,36.0,42.0,57.0,146.0,58.0,22.0,,,-35.284166666666664,146.9727777777778
Bright,3NNN,92.1,Commercial,11994,Telstra Site Apex Lookout Off Mount Porepunkah Road  1.5 km NE of BRIGHT,36.0,42.0,57.0,146.0,58.0,22.0,10391,WANGARATTA RA1,-35.284166666666664,146.9727777777778
Bright,3VKV,92.9,Community,150876,Telstra Tower Apex Lookout off Mount Porepunkah Rd  1.5 km NE of BRIGHT,36.0,42.0,57.0,146.0,58.0,22.0,1150015,MT BEAUTY RA1,-35.284166666666664,146.9727777777778
Camberwell,3WBC,94.1,Community,136887,Box Hill Town Hall 1022 Whitehorse Road BOX HILL,37.0,49.0,11.0,145.0,7.0,36.0,1150688,CAMBERWELL RA1,-36.180277777777775,145.12666666666667
Camberwell,3WBC,94.1,Community,11644,Water Tower Cnr Elgar Road & Canterbury Road SURREY HILLS,37.0,49.0,43.0,145.0,6.0,44.0,1150688,CAMBERWELL RA1,-36.171388888888885,145.11222222222221
Cann River,3GLR,106.1,National,12096,Telstra Radio Terminal 49 km ENE of Orbost DONALD KNOB,37.0,35.0,38.0,148.0,59.0,41.0,,,-36.40611111111111,148.9947222222222
Cann River,3ABCRN,107.7,National,12096,Telstra Radio Terminal 49 km ENE of Orbost DONALD KNOB,37.0,35.0,38.0,148.0,59.0,41.0,,,-36.40611111111111,148.9947222222222
Casterton,,104.5,HPON,139204,Casterton Community Church 7-9 Russell St CASTERTON,37.0,35.0,45.0,141.0,23.0,32.0,,,-36.40416666666666,141.39222222222222
Castlemaine,3CMR,94.9,Community,305532,Broadcast/Comms Tower Castlemaine Smallgoods Site via Daws Road CASTLEMAINE,37.0,2.0,58.0,144.0,11.0,49.0,1171284,CASTLEMAINE RA1,-36.95055555555556,144.19694444444445
Castlemaine,3EON,106.3,Community,53323,Broadcast Site Mt Alexander Golf Course Wimble St CASTLEMAINE,37.0,3.0,16.0,144.0,13.0,29.0,1150008,BENDIGO RA3,-36.94555555555556,144.22472222222223
Ceduna,8KIN,102.9,Community,25256,CAAMA Site 561 Schwarz Hill Rd CEDUNA,32.0,9.0,9.0,133.0,45.0,21.0,10181,CENTRAL ZONE RA2,-31.8475,133.75583333333333
Ceduna/Smoky Bay,5CCR,94.5,Community,142609,Broadcast Site 42 OLoughlin Terrace CEDUNA,32.0,7.0,30.0,133.0,40.0,22.0,10151,CEDUNA RA2,-31.875,133.67277777777778
Ceduna/Smoky Bay,,102.1,HPON,25295,Telstra Site Kongwirra Hill  45549A Eyre Hwy MERGHINY,32.0,8.0,20.0,133.0,47.0,22.0,,,-31.86111111111111,133.78944444444446
Ceduna/Smoky Bay,8SAT,106.1,Commercial,25256,CAAMA Site 561 Schwarz Hill Rd CEDUNA,32.0,9.0,9.0,133.0,45.0,21.0,10147,REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1,-31.8475,133.75583333333333
Ceduna/Smoky Bay,5ABCRN,107.7,National,25295,Telstra Site Kongwirra Hill  45549A Eyre Hwy MERGHINY,32.0,8.0,20.0,133.0,47.0,22.0,,,-31.86111111111111,133.78944444444446
Cleve,5CCC,97.1,Commercial,25118,Summit 5 km NNE of Cleve MT NIELD,33.0,39.0,31.0,136.0,31.0,8.0,10352,PORT LINCOLN RA1,-32.34138888888889,136.5188888888889
Cleve,5CC,99.5,Commercial,25118,Summit 5 km NNE of Cleve MT NIELD,33.0,39.0,31.0,136.0,31.0,8.0,1639,PORT LINCOLN RA1,-32.34138888888889,136.5188888888889
Cobram,2MOR,88.5,Commercial,152676,Rich Rivers Radio Site 104A Racecourse Rd COBRAM,35.0,54.0,15.0,145.0,38.0,13.0,10408,DENILIQUIN RA1,-34.09583333333333,145.63694444444442
Colac,3OCR,98.3,Community,11700,Broadcast Australia Site Warrion Hill  off Warrion Hill Rd WARRION,38.0,13.0,26.0,143.0,31.0,46.0,1150491,COLAC RA1,-37.776111111111106,143.52944444444447
Colac,3PNN,104.7,National,11700,Broadcast Australia Site Warrion Hill  off Warrion Hill Rd WARRION,38.0,13.0,26.0,143.0,31.0,46.0,,,-37.776111111111106,143.52944444444447
Colac,3CCS,106.3,Commercial,11700,Broadcast Australia Site Warrion Hill  off Warrion Hill Rd WARRION,38.0,13.0,26.0,143.0,31.0,46.0,10309,COLAC RA1,-37.776111111111106,143.52944444444447
Coober Pedy,5SBSFM,93.3,Retransmission,153004,Broadcast Site Area School COOBER PEDY,29.0,0.0,44.0,134.0,45.0,19.0,,,-28.98777777777778,134.7552777777778
Coober Pedy,,98.1,HPON,25589,Telstra North Site Traeger Street COOBER PEDY,29.0,0.0,42.0,134.0,45.0,33.0,,,-28.988333333333333,134.75916666666666
Coober Pedy,8SAT,99.7,Commercial,151366,Imparja Site Traeger Street COOBER PEDY,29.0,0.0,38.0,134.0,45.0,34.0,10147,REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1,-28.989444444444445,134.75944444444445
Coober Pedy,5JJJ,101.3,Retransmission,153004,Broadcast Site Area School COOBER PEDY,29.0,0.0,44.0,134.0,45.0,19.0,,,-28.98777777777778,134.7552777777778
Coober Pedy,5DUS,104.5,Community,153004,Broadcast Site Area School COOBER PEDY,29.0,0.0,44.0,134.0,45.0,19.0,1150823,COOBER PEDY RA1,-28.98777777777778,134.7552777777778
Coober Pedy,5ABCRR,106.1,National,25589,Telstra North Site Traeger Street COOBER PEDY,29.0,0.0,42.0,134.0,45.0,33.0,,,-28.988333333333333,134.75916666666666
Coober Pedy,5ABCRN,107.7,National,25589,Telstra North Site Traeger Street COOBER PEDY,29.0,0.0,42.0,134.0,45.0,33.0,,,-28.988333333333333,134.75916666666666
Coonalpyn,8SAT,97.7,Commercial,153385,Coorong Council Tower Binnie Lookout Coonalpyn Road MENINGIE,35.0,40.0,26.0,139.0,39.0,4.0,10147,REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1,-34.32611111111111,139.6511111111111
Corryong,2AAY,95.7,Commercial,40979,Broadcast Australia Site Mt Elliot Ridge Track TOWONG,36.0,11.0,8.0,147.0,58.0,36.0,10289,ALBURY RA1,-35.81444444444445,147.97666666666666
Corryong,2BDR,96.5,Commercial,40979,Broadcast Australia Site Mt Elliot Ridge Track TOWONG,36.0,11.0,8.0,147.0,58.0,36.0,1150011,ALBURY RA1,-35.81444444444445,147.97666666666666
Corryong,3ABCRN,98.1,National,40979,Broadcast Australia Site Mt Elliot Ridge Track TOWONG,36.0,11.0,8.0,147.0,58.0,36.0,,,-35.81444444444445,147.97666666666666
Corryong,3RUM,98.9,Community,138397,3RUM Studio 38 Towong Rd CORRYONG,36.0,11.0,32.0,147.0,54.0,37.0,1150022,UPPER MURRAY RA1,-35.80777777777778,147.9102777777778
Corryong,3MRR,99.7,National,40979,Broadcast Australia Site Mt Elliot Ridge Track TOWONG,36.0,11.0,8.0,147.0,58.0,36.0,,,-35.81444444444445,147.97666666666666
Cowell,5CCC,89.9,Commercial,44338,CFS site Lincoln Highway COWELL,33.0,40.0,56.0,136.0,55.0,18.0,10352,PORT LINCOLN RA1,-32.31777777777778,136.92166666666665
Cowell,5CC,93.9,Commercial,44338,CFS site Lincoln Highway COWELL,33.0,40.0,56.0,136.0,55.0,18.0,1639,PORT LINCOLN RA1,-32.31777777777778,136.92166666666665
Dullingari,5JJJ,105.3,Retransmission,25704,Bcast / Comms Mast  Santos Ltd Site Off Moomba - Dullingari Rd DULLINGARI,28.0,8.0,31.0,140.0,52.0,2.0,,,-27.858055555555556,140.86722222222224
Dullingari,5ABCRR,106.9,Retransmission,25704,Bcast / Comms Mast  Santos Ltd Site Off Moomba - Dullingari Rd DULLINGARI,28.0,8.0,31.0,140.0,52.0,2.0,,,-27.858055555555556,140.86722222222224
Echuca,3GRR,104.7,Community,10035890,3GRR Tower Echuca Rec Reserve  36 Sutton St ECHUCA,36.0,8.0,9.0,144.0,45.0,43.0,10419,ECHUCA RA1,-35.86416666666667,144.76194444444445
Echuca/Moama,2QN,102.9,Commercial,10010554,2QN-2MOR Office 250 Anstruther St ECHUCA,36.0,7.0,35.0,144.0,44.0,55.0,10407,DENILIQUIN RA1,-35.87361111111111,144.7486111111111
Echuca/Moama,2MOR,103.9,Commercial,10010554,2QN-2MOR Office 250 Anstruther St ECHUCA,36.0,7.0,35.0,144.0,44.0,55.0,10408,DENILIQUIN RA1,-35.87361111111111,144.7486111111111
Eildon,3ABCRN,97.3,National,40664,Broadcast Australia Site  WIGHTMANS HILL,37.0,16.0,36.0,145.0,51.0,1.0,,,-36.723333333333336,145.85027777777776
Eildon,3ABCRR,98.1,National,40664,Broadcast Australia Site  WIGHTMANS HILL,37.0,16.0,36.0,145.0,51.0,1.0,,,-36.723333333333336,145.85027777777776
Elliston,5CCC,89.9,Commercial,151123,Broadcast Site BRAMFIELD HILL,33.0,35.0,6.0,134.0,58.0,9.0,10352,PORT LINCOLN RA1,-32.415,134.96916666666667
Elliston,5CC,93.9,Commercial,151123,Broadcast Site BRAMFIELD HILL,33.0,35.0,6.0,134.0,58.0,9.0,1639,PORT LINCOLN RA1,-32.415,134.96916666666667
Ernabella,8KIN,102.9,Community,153305,PY Media Site Adj Water Reservoirs via Kali Cres PUKATJA,26.0,16.0,47.0,132.0,7.0,54.0,10181,CENTRAL ZONE RA2,-25.720277777777778,132.13166666666666
Ernabella,5ACR,106.1,Community,153305,PY Media Site Adj Water Reservoirs via Kali Cres PUKATJA,26.0,16.0,47.0,132.0,7.0,54.0,10152,ERNABELLA RA1,-25.720277777777778,132.13166666666666
Falls Creek,2BDR,94.1,Commercial,55649,Ski Patrol Buildings FALLS CREEK,36.0,52.0,15.0,147.0,16.0,33.0,1150011,ALBURY RA1,-35.12916666666666,147.27583333333334
Falls Creek,2AAY,100.5,Commercial,55649,Ski Patrol Buildings FALLS CREEK,36.0,52.0,15.0,147.0,16.0,33.0,10289,ALBURY RA1,-35.12916666666666,147.27583333333334
Flowerdale/Hazeldene,3ABCRR,97.3,Retransmission,10000469,Telstra Site 34 Broome Road FLOWERDALE,37.0,20.0,33.0,145.0,16.0,55.0,,,-36.6575,145.28194444444446
Flowerdale/Hazeldene,3ABCRN,98.1,Retransmission,10000469,Telstra Site 34 Broome Road FLOWERDALE,37.0,20.0,33.0,145.0,16.0,55.0,,,-36.6575,145.28194444444446
Flowerdale/Hazeldene,3UGE,98.9,Community,10000469,Telstra Site 34 Broome Road FLOWERDALE,37.0,20.0,33.0,145.0,16.0,55.0,10411,ALEXANDRA/EILDON RA1,-36.6575,145.28194444444446
Foster,3MFM,89.5,Community,40859,3-MFM Site MT HODDLE,38.0,41.0,30.0,146.0,8.0,44.0,1912,LEONGATHA RA1,-37.30833333333334,146.14555555555555
Frankston,3RPP,98.3,Community,152988,Broadcast Site Somerset cnr Overport Rd Overport Park FRANKSTON,38.0,10.0,47.0,145.0,7.0,15.0,1969,MORNINGTON RA1,-37.82027777777778,145.12083333333334
Fregon,5ACR,106.1,Community,151472,PY Media Studio 13 Tjuntun Place KALTJITI,26.0,45.0,50.0,132.0,1.0,41.0,10153,FREGON RA1,-25.23611111111111,132.02805555555557
Geelong,,89.3,HPON,8000005,Broadcast Site Brownhill Heights Reserve CERES,38.0,10.0,25.0,144.0,18.0,1.0,,,-37.82638888888889,144.30027777777778
Geelong,3BAY,93.9,Commercial,40824,Geelong Broadcasters Site Murradoc Hill 270 Founds Road DRYSDALE,38.0,9.0,48.0,144.0,36.0,14.0,5148,GEELONG RA1,-37.836666666666666,144.6038888888889
Geelong,3PLS,94.7,Community,40824,Geelong Broadcasters Site Murradoc Hill 270 Founds Road DRYSDALE,38.0,9.0,48.0,144.0,36.0,14.0,5087,GEELONG RA1,-37.836666666666666,144.6038888888889
Geelong,3CAT,95.5,Commercial,40824,Geelong Broadcasters Site Murradoc Hill 270 Founds Road DRYSDALE,38.0,9.0,48.0,144.0,36.0,14.0,4151,GEELONG RA1,-37.836666666666666,144.6038888888889
Geelong,3GGR,96.3,Community,40824,Geelong Broadcasters Site Murradoc Hill 270 Founds Road DRYSDALE,38.0,9.0,48.0,144.0,36.0,14.0,1150691,GEELONG RA1,-37.836666666666666,144.6038888888889
Geelong,3GPH,99.5,Community,8000005,Broadcast Site Brownhill Heights Reserve CERES,38.0,10.0,25.0,144.0,18.0,1.0,1150700,GEELONG RA2,-37.82638888888889,144.30027777777778
Genoa,3MGB,96.9,Community,12106,Police Site MARAMINGO HILL,37.0,24.0,38.0,149.0,32.0,51.0,5242,MALLACOOTA RA1,-36.589444444444446,149.54749999999999
Goolwa,5ALX,91.5,Community,502467,Northern Site Crows Nest Rd 2 km NNW of Port Elliot KERBY HILL,35.0,28.0,54.0,138.0,39.0,46.0,1130054,GOOLWA RA1,-34.51833333333333,138.6627777777778
Goulburn Valley,3JJJ,94.5,National,150896,Broadcast Australia Site TV Access Rd MT MAJOR,36.0,21.0,29.0,145.0,41.0,42.0,,,-35.64194444444444,145.695
Goulburn Valley,3ABCFM,96.1,National,150896,Broadcast Australia Site TV Access Rd MT MAJOR,36.0,21.0,29.0,145.0,41.0,42.0,,,-35.64194444444444,145.695
Goulburn Valley,3GVR,97.7,National,150896,Broadcast Australia Site TV Access Rd MT MAJOR,36.0,21.0,29.0,145.0,41.0,42.0,,,-35.64194444444444,145.695
Goulburn Valley,3PNN,107.7,National,150896,Broadcast Australia Site TV Access Rd MT MAJOR,36.0,21.0,29.0,145.0,41.0,42.0,,,-35.64194444444444,145.695
Hallett,8SAT,107.5,Commercial,24320,CBRS Repeater site 29 km N of Burra MT BRYAN,33.0,25.0,31.0,138.0,58.0,25.0,10147,REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1,-32.57472222222223,138.97361111111113
Hamilton,3HFM,88.9,Commercial,11703,Comms Tower  Ace Radio Site Mt Baimbridge  off Mt Baimbridge Rd  6km N of HAMILTON,37.0,41.0,0.0,142.0,1.0,11.0,1150773,HAMILTON RA1,-36.31666666666667,142.01972222222224
Hamilton,,102.1,HPON,153490,Broadcast Site 48-50 Gray Street HAMILTON,37.0,44.0,44.0,142.0,1.0,14.0,,,-36.254444444444445,142.02055555555557
Harrietville,3VKV,94.5,Retransmission,153115,Broadcast Site Cavalier Spur  4km N of HARRIETVILLE,36.0,51.0,23.0,147.0,3.0,24.0,,,-35.14361111111111,147.05666666666667
Hawker,8SAT,88.7,Commercial,24408,SAGRN Site Mt Plantagenet WORUMBA,31.0,53.0,2.0,138.0,40.0,55.0,10147,REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1,-30.116111111111113,138.68194444444444
Hawker,5ABCRN,107.5,National,24385,BAI Comms Site Lot 405 Webb Rd 4 km SE of HAWKER,31.0,55.0,15.0,138.0,26.0,43.0,,,-30.079166666666666,138.4452777777778
Hopetoun (Vic),3ABCRN,88.3,National,153075,BA Site 1010 Rosebery-Rainbow Rd BEAULAH,35.0,51.0,11.0,142.0,17.0,25.0,,,-34.14694444444444,142.2902777777778
Horsham,3PNN,89.3,National,40474,Broadcast Australia Site Cnr Henty Hwy and Dooen school Rd DOOEN,36.0,38.0,26.0,142.0,15.0,20.0,,,-35.35944444444444,142.25555555555556
Horsham,3HHH,96.5,Community,47905,17-19 McLachlan St HORSHAM,36.0,42.0,47.0,142.0,12.0,2.0,1150779,HORSHAM RA2,-35.286944444444444,142.20055555555555
Horsham,3ABCRN,99.7,National,47905,17-19 McLachlan St HORSHAM,36.0,42.0,47.0,142.0,12.0,2.0,,,-35.286944444444444,142.20055555555555
Horsham,3WWM,101.3,Commercial,40474,Broadcast Australia Site Cnr Henty Hwy and Dooen school Rd DOOEN,36.0,38.0,26.0,142.0,15.0,20.0,10308,HORSHAM RA1,-35.35944444444444,142.25555555555556
Horsham,,102.9,HPON,41772,Karr Radio Site Henty Hwy HORSHAM,36.0,40.0,53.0,142.0,13.0,60.0,,,-35.31861111111111,142.23333333333335
Indulkana,5ACR,106.1,Community,153304,PY Media Studio 9 Indulkana Blvd INDULKANA,26.0,57.0,59.0,133.0,18.0,34.0,10154,INDULKANA RA1,-25.03361111111111,133.30944444444447
Jacinth-Ambrosia Mine,8SAT,100.5,Retransmission,10014447,Jacinth Ambrosia Mine site 5 km NE of YELLABINNA,30.0,52.0,14.0,132.0,13.0,1.0,,,-29.129444444444445,132.21694444444444
Jacinth-Ambrosia Mine,5ABCGS,103.7,Retransmission,10014447,Jacinth Ambrosia Mine site 5 km NE of YELLABINNA,30.0,52.0,14.0,132.0,13.0,1.0,,,-29.129444444444445,132.21694444444444
Jacinth-Ambrosia Mine,5JJJ,105.3,Retransmission,10014447,Jacinth Ambrosia Mine site 5 km NE of YELLABINNA,30.0,52.0,14.0,132.0,13.0,1.0,,,-29.129444444444445,132.21694444444444
Kangaroo Island,5KIX,90.7,Community,140522,5KIX Broadcast Site Stars Road MACGILLIVRAY,35.0,46.0,25.0,137.0,30.0,58.0,10254,KANGAROO ISLAND RA1,-34.22638888888889,137.51611111111112
Kapunda,8SAT,99.5,Commercial,24226,Power Comm site Mt Rufus DUTTON,34.0,18.0,56.0,139.0,7.0,37.0,10147,REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1,-33.684444444444445,139.12694444444446
Karoonda,8SAT,95.3,Commercial,23994,Telstra site Hermann Road PERPONDA,34.0,58.0,38.0,139.0,50.0,16.0,10147,REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1,-33.022777777777776,139.83777777777777
Keith,5ABCRN,96.9,National,23639,Telstra Site Lot 94 Sugarloaf Road KEITH,36.0,0.0,28.0,140.0,20.0,12.0,,,-35.992222222222225,140.33666666666667
Keith,8SAT,99.1,Commercial,139088,Flow FM Site Keith Golf Course Emu Flat Rd KEITH,36.0,5.0,6.0,140.0,23.0,51.0,10147,REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1,-35.915,140.39749999999998
Keith,5TCB,104.5,Community,23643,Community Site Sugarloaf Hill off Sugarloaf Rd  7km NNW of KEITH,36.0,1.0,59.0,140.0,19.0,45.0,10373,BORDERTOWN RA1,-35.966944444444444,140.32916666666665
Kerang,3SHI,98.7,Commercial,9001677,Ace Bcasters Site Murray Valley Highway 5km SE of KERANG,35.0,45.0,52.0,143.0,57.0,38.0,10294,SWAN HILL RA1,-34.23555555555556,143.96055555555554
Kimba,5CCC,89.9,Commercial,25123,Emergency Services Bldg Cross Street KIMBA,33.0,8.0,19.0,136.0,25.0,9.0,10352,PORT LINCOLN RA1,-32.86138888888889,136.41916666666665
Kimba,5CC,93.9,Commercial,25123,Emergency Services Bldg Cross Street KIMBA,33.0,8.0,19.0,136.0,25.0,9.0,1639,PORT LINCOLN RA1,-32.86138888888889,136.41916666666665
Kinglake,3UGE,94.5,Community,138230,Scout Hall Kinglake Memorial Reserve Cnr Extons Road & Kinglake-Whittlesea Road KINGLAKE,37.0,30.0,36.0,145.0,18.0,58.0,10411,ALEXANDRA/EILDON RA1,-36.49,145.31611111111113
Kinglake,3UGE,94.5,Community,10006356,Telstra Site Trust Reserve Grounds  94 Whittlesea-Kinglake Rd KINGLAKE,37.0,31.0,31.0,145.0,20.0,11.0,10411,ALEXANDRA/EILDON RA1,-36.474722222222226,145.3363888888889
Kingscote,8SAT,95.5,Commercial,44228,CFS Site Old Bullock Track KINGSCOTE,35.0,38.0,48.0,137.0,37.0,30.0,10147,REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1,-34.35333333333333,137.625
Kingston SE,5TCB,92.9,Community,500823,Police site off Southern Ports Hwy MOUNT BENSON,37.0,1.0,58.0,139.0,48.0,41.0,10373,BORDERTOWN RA1,-36.967222222222226,139.8113888888889
Kingston SE,8SAT,107.3,Commercial,153603,Flow FM Site Pump Hill  273 Murra Up Rd MOUNT BENSON,37.0,3.0,3.0,139.0,49.0,28.0,10147,REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1,-36.94916666666667,139.82444444444445
Kyneton,3CH,100.7,Community,11737,Police Tower Mt Macedon  MT MACEDON,37.0,23.0,0.0,144.0,34.0,36.0,10405,KYNETON RA1,-36.61666666666667,144.57666666666665
Lakes Entrance,,89.9,HPON,40607,Broadcast/Optus Site Ocean View Parade LAKES ENTRANCE,37.0,52.0,1.0,148.0,1.0,25.0,,,-36.13305555555556,148.02361111111114
Lakes Entrance,3REG,90.7,Community,136202,Radio East Gippsland Site 5 Thorpes Lane LAKES ENTRANCE,37.0,51.0,30.0,148.0,0.0,25.0,5266,EAST GIPPSLAND RA1,-36.141666666666666,148.00694444444446
Lameroo,3MBR,107.5,Retransmission,152973,Broadcast Site 1 Bews Tce LAMEROO,35.0,19.0,50.0,140.0,31.0,2.0,,,-34.669444444444444,140.51722222222224
Lameroo/Pinnaroo,8SAT,96.5,Commercial,153578,Flow FM Site Thomas Tank Hill  234 Hamilton Rd PINNAROO,35.0,22.0,3.0,140.0,57.0,3.0,10147,REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1,-34.6325,140.95083333333332
Latrobe Valley,,91.9,HPON,47336,Comms Tower McDonalds Track DRIFFIELD,38.0,14.0,27.0,146.0,17.0,10.0,,,-37.759166666666665,146.2861111111111
Latrobe Valley,3PNN,95.1,National,12044,Broadcast Australia Site off Traralgon-Balook Rd MT TASSIE,38.0,23.0,57.0,146.0,33.0,53.0,,,-37.600833333333334,146.56472222222223
Latrobe Valley,3JJJ,96.7,National,12044,Broadcast Australia Site off Traralgon-Balook Rd MT TASSIE,38.0,23.0,57.0,146.0,33.0,53.0,,,-37.600833333333334,146.56472222222223
Latrobe Valley,3GLR,100.7,National,12044,Broadcast Australia Site off Traralgon-Balook Rd MT TASSIE,38.0,23.0,57.0,146.0,33.0,53.0,,,-37.600833333333334,146.56472222222223
